,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.4,7.01,609,80,74,80,84,72,74,84,61,53,50,49,45,41,51,44,42,39,37,36,25,25,33,16,23,0,0
1,芝,1200,良,all,4.48,7.25,468,64,50,55,61,58,61,71,48,44,38,32,30,29,35,33,29,32,31,30,22,23,27,14,19,0,0
2,芝,1200,稍重,all,4.03,6.04,81,10,14,13,14,6,9,8,7,5,7,9,11,8,7,5,10,4,3,3,3,1,1,1,3,0,0
3,芝,1200,重,all,4.03,6.75,42,5,7,9,5,7,2,4,3,3,5,5,2,2,5,5,3,2,3,2,0,0,3,1,1,0,0
4,芝,1200,不良,all,4.16,6.38,18,1,3,3,4,1,2,1,3,1,0,3,2,2,4,1,0,1,0,1,0,1,2,0,0,0,0
5,芝,1200,全,未勝利,4.51,8.01,87,9,9,14,12,12,11,13,7,4,6,7,4,10,4,7,4,7,10,6,3,2,8,2,3,0,0
6,芝,1200,良,未勝利,4.56,8.2,63,6,6,8,9,12,8,10,4,3,4,6,0,7,2,5,3,7,8,5,2,1,7,1,2,0,0
7,芝,1200,稍重,未勝利,4.25,6.54,18,2,3,4,3,0,2,2,2,1,1,1,4,2,1,2,1,0,2,0,1,1,0,1,0,0,0
8,芝,1200,重,未勝利,4.67,9.0,6,1,0,2,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,3.87,6.94,51,10,11,7,5,2,3,7,6,4,8,4,7,4,2,1,3,2,1,1,2,4,2,3,3,0,0
11,芝,1200,良,新馬,3.99,7.15,42,8,8,5,4,2,3,7,5,3,7,3,5,4,0,1,2,2,1,1,2,4,2,3,2,0,0
12,芝,1200,稍重,新馬,2.66,5.08,9,2,3,2,1,0,0,0,1,1,1,1,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0
13,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.59,6.99,120,13,17,13,18,12,15,14,18,13,8,10,9,6,10,8,13,11,5,7,4,3,3,4,6,0,0
16,芝,1200,良,1勝クラス,4.73,7.35,78,11,9,5,10,6,11,11,15,11,6,4,4,3,5,5,9,6,4,5,3,3,2,3,5,0,0
17,芝,1200,稍重,1勝クラス,4.46,6.62,15,1,2,1,4,2,2,1,2,1,0,2,2,1,0,1,2,3,0,1,1,0,0,0,1,0,0
18,芝,1200,重,1勝クラス,3.87,6.47,18,1,4,4,3,4,0,1,1,1,2,2,1,1,3,2,2,1,1,0,0,0,1,1,0,0,0
19,芝,1200,不良,1勝クラス,4.0,5.67,9,0,2,3,1,0,2,1,0,0,0,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.44,7.3,132,16,12,15,27,18,18,15,11,12,7,11,11,8,9,18,10,9,5,7,7,5,6,1,6,0,0
