,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2022105247,マジェスティックウォリアー Majestic Warrior(米),エアティアーモ,A.P. Indy,Dream Supreme,ロージズインメイ Roses in May(米),エアコゼット,Seattle Slew,Weekend Surprise,Seeking the Gold,Spinning Round,Devil His Due,Tell a Secret,ニホンピロウイナー,ドッフ Doff(米),Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Mr. Prospector,Con Game,Dixieland Band,Take Heart,Devil's Bag,Plenty O'Toole,Speak John,Secret Retreat,スティールハート,ニホンピロエバート,Mr. Prospector,Furling,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Raise a Native,Gold Digger,Buckpasser,Broadway,Northern Dancer,Mississippi Mud,Secretariat,Deck Stewardess,Halo,Ballade,Raise a Cup,Li'l Puss,Prince John,Nuit de Folies,Clandestine,Retirement,Habitat,A.,チャイナロック,ライトフレーム,Raise a Native,Gold Digger,Hoist the Flag,Continue
2022106581,ヘニーヒューズ Henny Hughes(米),グリューネヴォッヘ,ヘネシー Hennessy(米),Meadow Flyer,スペシャルウィーク,モンヴェール,Storm Cat (米),Island Kitty,Meadowlake,Shortley,サンデーサイレンス Sunday Silence(米),キャンペンガール,フレンチデピュティ French Deputy(米),スペシャルジェイド Special Jade(米),Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Deputy Minister,Mitterand,Cox's Ridge,Statistic,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Utrillo,Ethane,Tom Cat,Needlebug,Speak John,Blue Moon,Raise a Native,Be Suspicious,Olden Times,Teo Pepi,Harvest Singing,Wild Cloud,Hail to Reason,Cosmah,Understanding,Mountain Flower,Nijinsky,シル,セントクレスピン,ミスアシヤガワ,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Best Turn,Our Martha,Mr. Prospector,Number
2022107050,スクリーンヒーロー,キセキノショウリ,グラスワンダー,ランニングヒロイン,フジキセキ,サマーベイブ,Silver Hawk,Ameriflora,サンデーサイレンス Sunday Silence(米),ダイナアクトレス,サンデーサイレンス Sunday Silence(米),ミルレーサー Millracer(米),トニービン Tony Bin(愛),ダイナフェアリー,Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,ノーザンテースト,モデルスポート,Halo,Wishing Well,Le Fabuleux,Marston's Mill,カンパラ,Severn Bridge,ノーザンテースト,ファンシーダイナ,Hail to Reason,Bramalea,Amerigo,Matchiche,Northern Dancer,Pas de Nom,His Majesty,Pi Phi Gal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,モデルフール,マジックゴデイス,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Lady Victoria,シーホーク,ファンシミン
2022103727,ナダル Nadal(米),アップトゥユー,Blame,Ascending Angel,サウスヴィグラス,ファーストレディ,Arch (米),Liable,Pulpit,Solar Colony,エンドスウィープ End Sweep(米),ダーケストスター Darkest Star(米),スマートボーイ,ラストヒット,Kris S.,Aurora,Seeking the Gold,Bound,A.P. Indy,Preach,Pleasant Colony,Meteor Stage,フォーティナイナー,Broom Dance,Star de Naskra,Minnie Riperton,アサティス,アンラブル,スラヴィック,ゲートアンドフライ,Roberto,Sharp Queen,Danzig,Althea,Mr. Prospector,Con Game,Nijinsky,Special,Seattle Slew,Weekend Surprise,Mr. Prospector,Narrate,His Majesty,Sun Colony,Stage Door Johnny,Northern Meteor,Mr. Prospector,File,Dance Spell,Witching Hour,Naskra,Candle Star,Cornish Prince,English Harbor,Topsider,Secret Asset,ノーリュート,アラート,Danzig,Bamesian,クラウンドプリンス,ヤマノコトブキ
2022100076,トビーズコーナー Toby's Corner(米),ラブヴィサージュ,Bellamy Road,Brandon's Ride,ノボジャック,キュートネスII Cuteness(米),Concerto,Hurry Home Hillary,Mister Frisky,Mrs. Bumble,フレンチデピュティ French Deputy(米),フライトオブエンジェルス Flight of Angels(米),フォーティナイナー Forty Niner(米),Gana,Chief's Crown,Undeniably,Deputed Testamony,Ten Cents a Turn,Marsayas,Frisky Flyer,Restivo,Bumble,Deputy Minister,Mitterand,アフリート,Intently,Mr. Prospector,File,Smile,Gana Facil,Danzig,Six Crowns,In Reality,Past Forgetting,Traffic Cop,Proof Requested,Cozzene,Rub al Khali,Damascus,Extra Place,Highest Tide,Eager Nymph,Restless Native,Jaffa,Poker,Distant Scene,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Mr. Prospector,Polite Lady,Drone,Naughty Intentions,Raise a Native,Gold Digger,Tom Rolfe,Continue,In Reality,Sunny Smile,Le Fabuleux,Charedi
2022101022,オルフェーヴル,エジル,ステイゴールド,オリエンタルアート,Stormy Atlantic,One West,サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,メジロマックイーン,エレクトロアート,Storm Cat (米),Hail Atlantis,Gone West,Catnip,Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,ノーザンテースト,グランマスティーヴンス,Storm Bird,Terlingua,Seattle Slew,Flippers,Mr. Prospector,Secrettame,Flying Paster,Beware of the Cat,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,メジロアサマ,シエリル,リマンド,メジロアイリス,Northern Dancer,Lady Victoria,Lt. Stevens,Dhow,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Bold Reasoning,My Charmer,Coastal,Moccasin,Raise a Native,Gold Digger,Secretariat,Tamerett,Gummo,Procne,Caveat,T. C. Kitten
2022106350,ミスターメロディ,リブエターナル,Scat Daddy (米),Trusty Lady,クロフネ,ジョリブロンド,ヨハネスブルグ Johannesburg(米),Love Style,Deputy Minister,Klassy Kim,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),トニービン Tony Bin(愛),ブラッシングブロンド Blushing Blond(加),ヘネシー,Myth,Mr. Prospector,Likeable Style,Vice Regent,Mint Copy,Silent Screen,クールアライヴァル,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,カンパラ,Severn Bridge,Al Nasr,Dynamite Blond,Storm Cat,Island Kitty,オジジアン,Yarn,Raise a Native,Gold Digger,Nijinsky,Personable Lady,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Prince John,Prayer Bell,Relaunch,Irish Arrival,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Kalamoun,State Pension,Hornbeam,Priddy Fair,Lyphard,Caretta,Halo,All Things New
2022100105,リアルスティール,クールアンフルール,ディープインパクト,ラヴズオンリーミー Loves Only Me(米),サクラバクシンオー,フレッシュミドリ,サンデーサイレンス Sunday Silence(米),ウインドインハーヘア Wind in Her Hair(愛),Storm Cat (米),Monevassia,サクラユタカオー,サクラハゴロモ,ブレイヴェストローマン Bravest Roman(米),ラストカツティング Last Cutting(英),Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Mr. Prospector,Miesque,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Never Bend,Roman Song,Final Straw,Cutle,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Raise a Native,Gold Digger,Nureyev,Pasadoble,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Nasrullah,Lalun,Roman,Quiz Song,Thatch,Last Call,セントクレスピン,Cutter
2022101692,タワーオブロンドン,ボーダレス,Raven's Pass,スノーパイン Snow Pine(英),アドマイヤムーン,コスモポリタン Cosmopolitan(英),Elusive Quality,Ascutney,Dalakhani,シンコウエルメス,エンドスウィープ End Sweep(米),マイケイティーズ,Cadeaux Genereux,Parisian Elegance,Gone West,Touch of Greatness,Lord at War,Right Word,Darshaan,Daltawa,Sadler's Wells,Doff the Derby,フォーティナイナー,Broom Dance,サンデーサイレンス,ケイティーズファースト,Young Generation,Smarten Up,Zilzal,Tshusick,Mr. Prospector,Secrettame,Hero's Honor,Ivory Wand,General,Luna de Miel,Verbatim,Oratorio,Shirley Heights,Delsy,Miswaki,Damana,Northern Dancer,Fairy Bridge,Master Derby,Margarethen,Mr. Prospector,File,Dance Spell,Witching Hour,Halo,Wishing Well,Kris,Katies,Balidar,Brig O'Doon,Sharpen Up,L'Anguissola,Nureyev,French Charmer,ダンシングブレーヴ,Infanta Real
2022102964,サンダースノー Thunder Snow(愛),カレーニナ,Helmet,Eastern Joy,カンパニー,アレキサンドリア,Exceed And Excel,Accessories,Dubai Destination,Red Slippers,ミラクルアドマイヤ,ブリリアントベリー,サンデーサイレンス Sunday Silence(米),アドマイヤライト,デインヒル,Patrona,シングスピール,Anna Matrushka,Kingmambo,Mysterial,Nureyev,Morning Devotion,トニービン,バレークイーン,ノーザンテースト,クラフテイワイフ,Halo,Wishing Well,Kris S.,ホワットケイティーディド,Danzig,Razyana,Lomond,Gladiolus,In the Wings,Glorious Song,Mill Reef,Anna Paola,Mr. Prospector,Miesque,Alleged,Mysteries,Northern Dancer,Special,Affirmed,Morning Has Broken,カンパラ,Severn Bridge,Sadler's Wells,Sun Princess,Northern Dancer,Lady Victoria,Crafty Prospector,Wife Mistress,Hail to Reason,Cosmah,Understanding,Mountain Flower,Roberto,Sharp Queen,Nureyev,Katies
