,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1000,全,all,5.81,11.15,411,15,26,29,30,39,54,95,123,9,8,15,12,17,17,20,14,17,22,27,29,35,43,41,46,23,16
1,芝,1000,良,all,5.67,10.89,291,12,19,23,23,32,39,68,75,8,6,10,9,15,13,16,10,15,16,18,20,22,31,27,28,16,11
2,芝,1000,稍重,all,5.96,11.28,78,2,7,6,4,3,9,18,29,1,1,5,3,2,4,2,2,1,4,5,5,10,7,11,9,4,2
3,芝,1000,重,all,7.0,13.62,33,0,0,0,2,4,5,6,16,0,0,0,0,0,0,2,1,1,2,3,4,3,3,2,7,3,2
4,芝,1000,不良,all,6.58,13.58,9,1,0,0,1,0,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,2,0,1
5,芝,1000,全,未勝利,5.49,10.44,105,4,12,10,6,10,13,21,29,2,3,8,6,4,6,4,2,4,5,7,5,9,11,10,11,5,3
6,芝,1000,良,未勝利,5.39,10.21,75,4,8,7,4,7,11,16,18,2,3,4,5,4,3,3,2,3,3,5,5,5,8,7,7,3,3
7,芝,1000,稍重,未勝利,5.63,10.47,27,0,4,3,2,2,2,5,9,0,0,4,1,0,3,1,0,1,1,2,0,4,3,3,3,1,0
8,芝,1000,重,未勝利,7.0,14.33,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
9,芝,1000,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1000,全,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,芝,1000,良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,芝,1000,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1000,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1000,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1000,全,1勝クラス,6.15,11.8,156,5,8,6,12,15,23,35,52,4,2,3,4,3,6,8,5,9,8,9,14,12,15,19,16,13,6
16,芝,1000,良,1勝クラス,6.02,11.72,117,3,7,6,11,13,17,25,35,3,1,3,3,3,6,8,3,8,5,6,9,8,11,14,10,11,5
17,芝,1000,稍重,1勝クラス,6.7,11.78,24,2,1,0,0,0,4,7,10,1,1,0,1,0,0,0,1,0,2,2,3,3,2,3,3,1,1
18,芝,1000,重,1勝クラス,6.75,13.13,15,0,0,0,1,2,2,3,7,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,3,1,0
19,芝,1000,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1000,全,2勝クラス,6.35,12.42,54,1,0,2,8,4,5,19,15,0,1,0,0,2,1,6,4,1,1,3,3,6,7,6,7,1,5
21,芝,1000,良,2勝クラス,6.06,11.66,39,1,0,2,7,4,3,13,9,0,1,0,0,2,1,5,4,1,1,2,2,3,6,4,4,1,2
22,芝,1000,稍重,2勝クラス,7.0,14.0,6,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1
23,芝,1000,重,2勝クラス,6.84,13.67,6,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1
24,芝,1000,不良,2勝クラス,7.67,16.33,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
25,芝,1000,全,3勝クラス,5.92,10.5,27,1,2,2,0,4,6,4,8,1,0,2,0,1,2,0,0,2,4,5,2,0,2,2,4,0,0
26,芝,1000,良,3勝クラス,5.2,8.4,15,1,1,2,0,4,2,3,2,1,0,1,0,1,2,0,0,2,4,3,0,0,1,0,0,0,0
27,芝,1000,稍重,3勝クラス,6.66,12.83,6,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0
28,芝,1000,重,3勝クラス,6.67,13.0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
29,芝,1000,不良,3勝クラス,7.0,13.67,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
30,芝,1000,全,オープン,5.61,11.0,54,4,3,6,3,5,7,12,14,2,2,2,1,4,2,1,2,1,4,2,5,5,7,3,5,4,2
31,芝,1000,良,オープン,5.53,10.72,33,3,2,3,0,4,6,8,7,2,1,2,0,2,1,0,0,1,3,2,4,4,4,1,4,1,1
32,芝,1000,稍重,オープン,5.62,11.0,15,0,1,3,2,1,1,2,5,0,0,0,1,2,1,1,1,0,1,0,1,1,1,2,1,2,0
33,芝,1000,重,オープン,7.67,16.33,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
34,芝,1000,不良,オープン,4.0,8.0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,芝,1200,全,all,4.98,8.51,315,31,39,30,24,46,49,57,39,17,19,22,24,14,14,11,17,25,24,21,26,26,20,12,15,4,4
36,芝,1200,良,all,5.03,8.58,237,24,29,23,18,35,36,41,31,13,15,17,20,10,11,9,12,17,19,14,20,18,15,7,12,4,4
37,芝,1200,稍重,all,4.24,7.83,48,4,7,5,4,8,9,7,4,2,2,3,4,3,2,1,4,6,2,6,3,3,2,3,2,0,0
38,芝,1200,重,all,5.7,10.65,30,3,3,2,2,3,4,9,4,2,2,2,0,1,1,1,1,2,3,1,3,5,3,2,1,0,0
39,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1200,全,未勝利,4.77,8.71,120,15,15,10,10,15,21,21,13,9,6,9,9,5,5,4,7,11,5,9,11,12,6,4,6,0,2
