,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1000,全,all,5.33,10.17,138,3,9,9,10,14,21,29,43,2,1,7,3,5,7,4,6,10,4,10,14,7,16,12,16,8,6
1,芝,1000,良,all,5.12,9.68,98,3,6,8,9,12,14,22,24,2,1,5,2,5,5,4,5,9,3,7,8,6,12,8,9,4,3
2,芝,1000,稍重,all,6.21,11.8,26,0,3,1,1,1,4,4,12,0,0,2,1,0,2,0,1,1,0,1,3,1,3,4,4,3,0
3,芝,1000,重,all,7.06,14.11,11,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,1,2
4,芝,1000,不良,all,7.75,16.5,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5,芝,1000,全,未勝利,4.76,8.81,35,2,4,2,3,5,5,7,7,1,1,3,2,2,2,0,1,4,0,4,1,3,5,1,3,1,1
6,芝,1000,良,未勝利,4.55,8.39,25,2,2,2,2,4,4,6,3,1,1,1,2,2,1,0,1,3,0,3,1,2,4,0,1,1,1
7,芝,1000,稍重,未勝利,5.5,9.9,9,0,2,0,1,1,1,1,3,0,0,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0
8,芝,1000,重,未勝利,8.0,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,芝,1000,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1000,全,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,芝,1000,良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,芝,1000,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1000,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1000,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1000,全,1勝クラス,6.14,11.74,53,1,3,3,2,6,10,11,17,1,0,2,1,1,3,1,2,4,2,2,9,3,5,6,5,5,1
16,芝,1000,良,1勝クラス,5.93,11.39,40,1,2,3,2,5,7,9,11,1,0,2,0,1,3,1,1,4,1,2,5,3,4,5,3,3,1
17,芝,1000,稍重,1勝クラス,6.75,12.0,8,0,1,0,0,0,2,1,4,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,0
18,芝,1000,重,1勝クラス,6.62,13.25,5,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0
19,芝,1000,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1000,全,2勝クラス,6.31,12.53,18,0,0,0,5,0,3,6,4,0,0,0,0,0,0,3,3,0,0,0,3,0,4,2,0,0,3
21,芝,1000,良,2勝クラス,6.06,11.69,13,0,0,0,5,0,2,4,2,0,0,0,0,0,0,3,3,0,0,0,2,0,3,1,0,0,1
22,芝,1000,稍重,2勝クラス,7.0,14.5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23,芝,1000,重,2勝クラス,7.0,15.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,芝,1000,不良,2勝クラス,8.0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,芝,1000,全,3勝クラス,6.33,11.17,9,0,1,1,0,1,1,1,4,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,3,0,0
26,芝,1000,良,3勝クラス,5.0,7.6,5,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
27,芝,1000,稍重,3勝クラス,8.0,16.0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28,芝,1000,重,3勝クラス,6.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,芝,1000,不良,3勝クラス,8.0,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,芝,1000,全,オープン,6.39,12.67,18,0,1,2,0,2,2,3,8,0,0,1,0,0,2,0,0,1,1,1,1,1,2,2,3,2,1
31,芝,1000,良,オープン,5.83,11.25,11,0,1,1,0,2,1,2,4,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,3,0,0
32,芝,1000,稍重,オープン,6.25,12.75,5,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0
33,芝,1000,重,オープン,8.0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,芝,1000,不良,オープン,7.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,芝,1200,全,all,5.21,8.74,106,10,16,13,7,14,16,18,12,8,3,9,11,7,3,3,5,11,7,5,9,9,7,3,4,1,1
36,芝,1200,良,all,5.25,8.85,80,7,13,9,5,12,12,12,10,5,3,7,10,4,2,3,3,7,7,4,7,5,6,2,3,1,1
37,芝,1200,稍重,all,4.42,7.97,16,2,1,3,1,2,3,2,2,2,0,0,1,2,1,0,1,3,0,1,1,2,0,1,1,0,0
38,芝,1200,重,all,5.11,9.11,10,1,2,1,1,0,1,4,0,1,0,2,0,1,0,0,1,1,0,0,1,2,1,0,0,0,0
39,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1200,全,未勝利,4.53,8.23,40,6,2,6,4,8,6,5,3,5,1,0,2,4,3,2,3,6,2,3,1,3,1,2,2,0,0
41,芝,1200,良,未勝利,4.54,8.23,31,5,1,4,3,8,4,4,2,4,1,0,1,3,2,2,2,5,2,2,1,2,1,2,1,0,0
42,芝,1200,稍重,未勝利,3.5,6.4,6,1,1,2,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
43,芝,1200,重,未勝利,5.67,10.0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
44,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1200,全,新馬,5.44,10.08,9,0,3,1,1,0,0,2,2,0,0,2,2,0,0,1,0,0,0,0,0,1,1,1,0,1,0
46,芝,1200,良,新馬,5.1,9.5,7,0,2,1,1,0,0,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0
47,芝,1200,稍重,新馬,8.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,芝,1200,重,新馬,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
