,result_flag
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,True
17,True
18,True
19,False
20,False
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,True
33,True
34,True
35,False
36,False
37,False
38,False
39,False
40,False
41,False
42,False
43,True
44,True
45,True
46,True
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,True
60,True
61,True
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,True
75,True
76,True
77,False
78,False
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,True
91,True
92,True
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,True
101,True
102,True
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,True
116,True
117,True
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,True
131,True
132,True
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,True
145,True
146,True
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
158,False
159,False
160,True
161,True
162,True
163,False
164,False
165,False
166,False
167,False
168,False
169,False
170,False
171,False
172,True
173,True
174,True
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
185,False
186,False
187,True
188,True
189,True
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
200,True
201,True
202,True
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,False
212,True
213,True
214,True
215,False
216,False
217,False
218,False
219,False
220,False
221,False
222,False
223,True
224,True
225,True
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,True
240,True
241,True
242,False
243,False
244,False
245,True
246,True
247,True
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,False
257,False
258,False
259,False
260,False
261,True
262,True
263,True
264,False
265,False
266,False
267,False
268,False
269,False
270,True
271,True
272,True
273,False
274,False
275,False
276,False
277,False
278,False
279,True
280,True
281,True
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,True
291,True
292,True
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,True
301,True
302,True
303,False
304,False
305,False
306,False
307,False
308,False
309,False
310,False
311,True
312,True
313,True
314,False
315,False
316,False
317,False
318,False
319,False
320,True
321,True
322,True
323,False
324,False
325,False
326,False
327,False
328,False
329,False
330,False
331,False
332,False
333,False
334,False
335,False
336,True
337,True
338,True
339,False
340,False
341,False
342,False
343,False
344,False
345,True
346,True
347,True
348,False
349,False
350,False
351,False
352,True
353,True
354,True
355,False
356,False
357,False
358,False
359,False
360,False
361,True
362,True
363,True
364,False
365,False
366,False
367,False
368,False
369,False
370,False
371,True
372,True
373,True
374,False
375,False
376,False
377,False
378,False
379,False
380,False
381,False
382,False
383,False
384,False
385,True
386,True
387,True
388,False
389,False
390,False
391,False
392,False
393,False
394,False
395,False
396,False
397,True
398,True
399,True
400,False
401,False
402,False
403,False
404,False
405,False
406,False
407,False
408,False
409,False
410,False
411,False
412,True
413,True
414,True
415,False
416,False
417,False
418,False
419,False
420,False
421,False
422,False
423,True
424,True
425,True
426,False
427,False
428,False
429,False
430,False
431,False
432,False
433,False
434,False
435,False
436,False
437,False
438,True
439,True
440,True
441,False
442,False
443,False
444,False
445,False
446,False
447,False
448,False
449,False
450,False
451,False
452,False
453,True
454,True
455,True
456,False
457,False
458,False
459,False
460,False
461,False
462,False
463,False
464,False
465,False
466,False
467,False
468,False
469,True
470,True
471,True
472,False
473,False
474,False
475,False
476,False
477,False
478,False
479,False
480,True
481,True
482,True
483,False
484,False
485,False
486,False
487,False
488,False
489,False
490,False
491,False
492,True
493,True
494,True
495,False
496,False
497,False
498,False
499,False
500,False
501,False
502,False
503,False
504,False
505,True
506,True
507,True
508,False
509,False
510,False
511,False
512,False
513,False
514,False
515,False
516,False
517,False
518,False
519,False
520,False
521,True
522,True
523,True
524,False
525,False
526,False
527,False
528,False
529,False
530,False
531,True
532,True
533,True
534,False
535,False
536,False
537,False
538,False
539,False
540,False
541,False
542,True
543,True
544,True
545,False
546,False
547,False
548,False
549,False
550,False
551,False
552,False
553,False
554,False
555,False
556,True
557,True
558,True
559,False
560,False
561,False
562,False
563,False
564,False
565,True
566,True
567,True
568,False
569,False
570,False
571,False
572,False
573,False
574,False
575,False
576,False
577,False
578,False
579,False
580,True
581,True
582,True
583,False
584,False
585,False
586,False
587,False
588,True
589,True
590,True
591,False
592,False
593,False
594,False
595,False
596,False
597,False
