,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1200,全,all,4.92,6.83,147,17,24,19,16,22,13,23,13,12,22,11,12,15,8,12,12,11,8,6,6,1,5,1,5,0,0
1,芝,1200,良,all,4.87,6.73,112,15,17,13,12,19,11,17,8,10,17,6,11,9,7,10,9,8,8,5,5,1,4,0,2,0,0
2,芝,1200,稍重,all,5.07,7.65,23,1,4,5,3,2,1,4,3,1,3,4,0,4,1,2,2,3,0,0,1,0,0,1,1,0,0
3,芝,1200,重,all,4.56,7.53,12,1,3,1,1,1,1,2,2,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,2,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.01,6.26,24,5,5,2,2,3,1,6,0,5,3,1,3,2,0,1,1,2,2,1,1,0,2,0,0,0,0
6,芝,1200,良,未勝利,3.96,6.29,21,4,4,2,2,2,1,6,0,4,2,1,3,1,0,1,1,2,2,1,1,0,2,0,0,0,0
7,芝,1200,稍重,未勝利,3.5,3.5,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,4.25,4.72,22,1,4,5,2,4,2,4,0,1,4,5,2,3,1,3,1,1,0,1,0,0,0,0,0,0,0
11,芝,1200,良,新馬,4.21,4.62,16,1,3,2,2,4,2,2,0,1,3,2,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,4.38,4.62,5,0,1,2,0,0,0,2,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.57,6.42,26,2,7,3,2,1,1,5,5,2,5,2,2,2,1,2,2,0,3,1,0,1,1,0,2,0,0
16,芝,1200,良,1勝クラス,4.74,6.71,17,2,3,2,1,1,1,4,3,2,2,1,1,2,0,2,1,0,3,0,0,1,1,0,1,0,0
17,芝,1200,稍重,1勝クラス,4.83,5.5,4,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,3.83,6.5,5,0,3,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,5.35,7.42,31,2,4,4,4,4,3,5,5,2,3,1,4,3,2,1,4,4,1,0,5,0,0,0,1,0,0
21,芝,1200,良,2勝クラス,5.39,7.51,27,2,4,4,3,3,2,4,5,2,3,1,4,1,2,1,3,4,1,0,4,0,0,0,1,0,0
22,芝,1200,稍重,2勝クラス,7.0,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,5.0,5.75,3,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
