,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1200,全,all,4.03,6.31,85,13,12,10,9,4,10,17,10,7,10,10,8,0,7,2,6,7,4,2,6,7,2,3,2,1,1
1,芝,1200,良,all,3.88,6.14,60,9,8,9,5,3,6,12,8,4,7,7,6,0,5,1,4,5,3,1,6,4,1,3,1,1,1
2,芝,1200,稍重,all,4.23,6.12,14,3,2,0,3,1,3,2,0,2,2,1,2,0,2,1,0,1,0,1,0,2,0,0,0,0,0
3,芝,1200,重,all,4.67,6.62,9,1,1,1,1,0,1,2,2,1,0,2,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0
4,芝,1200,不良,all,4.5,8.0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,芝,1200,全,未勝利,3.97,6.37,17,4,2,3,1,0,0,5,2,3,1,3,1,0,1,1,1,1,0,0,1,2,1,0,1,0,0
6,芝,1200,良,未勝利,4.52,7.34,11,2,1,2,0,0,0,4,2,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
7,芝,1200,稍重,未勝利,2.25,3.5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,3.0,4.5,3,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,6.0,8.38,6,0,0,0,1,2,0,2,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0
11,芝,1200,良,新馬,6.5,8.5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,5.33,7.67,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13,芝,1200,重,新馬,7.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.15,5.58,11,0,4,0,2,1,2,1,1,0,3,0,3,0,1,0,0,2,0,0,0,1,0,0,1,0,0
16,芝,1200,良,1勝クラス,2.58,3.08,6,0,3,0,2,1,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,芝,1200,稍重,1勝クラス,5.0,7.0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18,芝,1200,重,1勝クラス,7.0,12.5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,3.85,6.17,13,2,2,3,1,0,3,1,1,1,2,2,1,0,2,0,0,2,0,1,1,0,0,1,0,0,0
21,芝,1200,良,2勝クラス,4.33,7.33,9,1,1,3,0,0,2,1,1,1,0,2,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0
22,芝,1200,稍重,2勝クラス,4.25,6.0,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,2.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,4.71,8.38,7,2,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1
26,芝,1200,良,3勝クラス,4.71,8.38,7,2,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1
27,芝,1200,稍重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,5.02,9.0,20,2,2,3,3,0,3,5,2,1,1,2,1,0,2,1,3,0,2,1,2,1,1,1,0,1,0
31,芝,1200,良,オープン,4.94,8.96,14,1,1,3,2,0,2,4,1,0,1,1,1,0,2,1,2,0,1,0,2,1,0,1,0,1,0
32,芝,1200,稍重,オープン,3.5,6.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,芝,1200,重,オープン,4.5,7.25,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
34,芝,1200,不良,オープン,7.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,芝,1400,全,all,5.18,8.39,112,5,13,11,17,16,12,16,22,2,10,6,10,7,7,12,12,7,9,4,4,3,3,4,4,6,2
36,芝,1400,良,all,5.16,8.52,76,4,6,9,11,13,8,11,14,1,5,4,5,5,4,10,11,5,7,3,3,2,1,2,3,4,1
37,芝,1400,稍重,all,5.58,9.64,21,1,4,2,2,1,3,4,4,1,2,2,3,0,1,2,0,1,1,1,1,1,1,2,0,1,1
38,芝,1400,重,all,4.75,7.25,11,0,3,0,2,2,1,1,2,0,3,0,1,1,2,0,0,1,0,0,0,0,1,0,1,1,0
39,芝,1400,不良,all,6.67,7.5,4,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
40,芝,1400,全,未勝利,5.16,9.84,26,2,2,1,6,4,1,5,5,0,3,0,1,1,2,2,3,1,3,0,1,1,1,4,1,1,1
41,芝,1400,良,未勝利,5.03,9.7,19,2,1,1,4,3,1,2,5,0,2,0,1,0,1,1,3,1,3,0,1,1,0,2,1,1,1
42,芝,1400,稍重,未勝利,6.33,12.17,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
43,芝,1400,重,未勝利,3.0,4.0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,芝,1400,不良,未勝利,4.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1400,全,新馬,5.46,9.58,12,1,1,1,0,2,2,4,1,0,1,0,1,2,0,0,1,1,1,0,1,2,1,0,1,0,0
46,芝,1400,良,新馬,4.89,7.78,7,1,0,1,0,2,1,2,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0
47,芝,1400,稍重,新馬,5.25,10.25,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48,芝,1400,重,新馬,7.5,15.0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,芝,1400,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1400,全,1勝クラス,4.61,6.88,20,1,3,2,4,1,4,1,4,1,3,1,2,1,1,2,2,2,0,1,1,0,0,0,0,2,1
51,芝,1400,良,1勝クラス,4.71,7.21,12,0,2,2,3,0,2,1,2,0,2,1,1,1,0,1,2,0,0,1,1,0,0,0,0,2,0
52,芝,1400,稍重,1勝クラス,5.5,8.41,5,1,1,0,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,芝,1400,重,1勝クラス,4.75,5.75,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54,芝,1400,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1400,全,2勝クラス,5.28,7.47,15,0,2,3,1,2,3,2,2,0,2,2,0,2,0,2,1,1,2,2,0,0,0,0,1,0,0
56,芝,1400,良,2勝クラス,5.33,8.08,9,0,0,2,1,1,2,2,1,0,0,1,0,1,0,2,1,1,1,1,0,0,0,0,1,0,0
57,芝,1400,稍重,2勝クラス,4.83,6.33,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
58,芝,1400,重,2勝クラス,3.5,3.5,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,芝,1400,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
