,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2020103198,ドレフォン Drefong(米),アゼリ Azeri(米),Gio Ponti (米),Eltimaas,ジェイドハンター Jade Hunter(米),Zodiac Miss,Tale of the Cat (米),Chipeta Springs,Ghostzapper,Najecam,Mr. Prospector,Jadana,Ahonoora,Capricornia,Storm Cat,Yarn,Alydar,Salt Spring,Awesome Again,Baby Zip,Trempolino,Sue Warner,Raise a Native,Gold Digger,Pharly,Janina,Lorenzaccio,Helen Nichols,トライマイベスト,Franconia,Storm Bird,Terlingua,Mr. Prospector,Narrate,Raise a Native,Sweet Tooth,Salt Marsh,Jungle Mythologic,Deputy Minister,Primal Force,Relaunch,Thirty Zip,Sharpen Up,Trephine,Forli,Bitty Girl,Native Dancer,Raise You,Nashua,Sequence,Lyphard,Comely,Match,Jennifer,Klairon,Phoenissa,Martial,Quaker Girl,Northern Dancer,Sex Appeal,ラインゴールド,Miss Glasso
2020102562,ジャスタウェイ,スキャットレディビーダンシング Scatladybdancing(米),ハーツクライ,シビル,Scat Daddy (米),La Violette,サンデーサイレンス Sunday Silence(米),アイリッシュダンス,Wild Again,シャロン Charon(米),ヨハネスブルグ Johannesburg(米),Love Style,コロナドズクエスト Coronado's Quest(米),Comical Cat,Halo,Wishing Well,トニービン,ビューパーダンス,Icecapade,Bushel-n-Peck,Mo Exception,Double Wiggle,ヘネシー,Myth,Mr. Prospector,Likeable Style,フォーティナイナー,Laughing Look,Exceller,Six Months Long,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Nearctic,Shenanigans,Khaled,Dama,Hard Work,With Exception,Sir Wiggle,Blue Double,Storm Cat,Island Kitty,オジジアン,Yarn,Raise a Native,Gold Digger,Nijinsky,Personable Lady,Mr. Prospector,File,Damascus,Laughter,Vaguely Noble,Too Bald,Northern Dancer,Prime Time
2020104884,ストロングリターン,グラスコマチ,シンボリクリスエス,コートアウト Caught Out(米),ルーラーシップ,グラスオードリー,Kris S.,Tee Kay,Smart Strike (加),アザール Azhaar(米),キングカメハメハ,エアグルーヴ,サンデーサイレンス Sunday Silence(米),ケイパビリティー Capability(仏),Roberto,Sharp Queen,Gold Meridian,Tri Argo,Mr. Prospector,Classy'n Smart,Nijinsky,Smart Heiress,Kingmambo,マンファス,トニービン,ダイナカール,Halo,Wishing Well,Nashwan,Victoress,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Raise a Native,Gold Digger,Smarten,No Class,Northern Dancer,Flaming Page,Vaguely Noble,Smartaire,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Blushing Groom,Height of Fashion,Conquistador Cielo,Royal Statute
2020100787,コパノリッキー,ストレイシープ,ゴールドアリュール,コパノニキータ,サウスヴィグラス,ティティカカ,サンデーサイレンス Sunday Silence(米),ニキーヤ Nikiya(米),ティンバーカントリー Timber Country(米),ニホンピロローズ,エンドスウィープ End Sweep(米),ダーケストスター Darkest Star(米),クロフネ,キクノトップレディ,Halo,Wishing Well,Nureyev,Reluctant Guest,Woodman,Fall Aspen,トニービン,ウェディングブーケ,フォーティナイナー,Broom Dance,Star de Naskra,Minnie Riperton,フレンチデピュティ,ブルーアヴェニュー,ウォーニング,ホッコーオウカ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Mr. Prospector,プレイメイト,Pretense,Change Water,カンパラ,Severn Bridge,リアルシャダイ,アリーウイン,Mr. Prospector,File,Dance Spell,Witching Hour,Naskra,Candle Star,Cornish Prince,English Harbor,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Known Fact,Slightly Dangerous,リンドシェーバー,ランズプロント
2020100387,ホッコータルマエ,フローラルウインド,キングカメハメハ,マダムチェロキー,アグネスタキオン,ハルカゼ,Kingmambo (米),マンファス Manfath(愛),Cherokee Run,アンフォイルド Unfoiled(米),サンデーサイレンス Sunday Silence(米),アグネスフローラ,Alydar,Euphrosyne,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Raise a Native,Sweet Tooth,ジャッジャー,Sys Superstar,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Blushing Groom,Yonnie Girl,Silver Saber,Dame Francesca,Fappiano,Gana Facil,Bold Forbes,Perfect Foil,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,Native Dancer,Raise You,On-And-On,Plum Cake,Damascus,Face the Facts,Sea-Bird,Feria
2020104634,ヘニーヒューズ Henny Hughes(米),スフィンクス,ヘネシー Hennessy(米),Meadow Flyer,リンカーン,アレグリアス,Storm Cat (米),Island Kitty,Meadowlake,Shortley,サンデーサイレンス Sunday Silence(米),グレースアドマイヤ,フォーティナイナー Forty Niner(米),インヴァイト Invite(愛),Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Halo,Wishing Well,トニービン,バレークイーン,Mr. Prospector,File,Be My Guest,Burghclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Utrillo,Ethane,Tom Cat,Needlebug,Speak John,Blue Moon,Raise a Native,Be Suspicious,Olden Times,Teo Pepi,Harvest Singing,Wild Cloud,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Sadler's Wells,Sun Princess,Raise a Native,Gold Digger,Tom Rolfe,Continue,Northern Dancer,What a Treat,Busted,Highclere
2020103454,ダイワメジャー,セットプレイ Set Play(米),サンデーサイレンス Sunday Silence(米),スカーレットブーケ,Van Nistelrooy,Boldy's Reflection,Halo,Wishing Well,ノーザンテースト Northern Taste(加),スカーレットインク Scarlet Ink(米),Storm Cat (米),Halory,Bold Ruckus,Govan,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Storm Bird,Terlingua,Halo,Cold Reply,Boldnesian,Raise a Ruckus,Gone West,Classy Twist,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Nearctic,Natalma,Victoria Park,Lady Angela,Spy Song,Papila,Beau Max,La Menina,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Hail to Reason,Cosmah,Northern Dancer,Respond,Bold Ruler,Alanesian,Raise a Native,Fine Feathers,Mr. Prospector,Secrettame,Twist the Axe,Lady Ambassador
2020105332,ドレフォン Drefong(米),ヤマノボンディール,Gio Ponti (米),Eltimaas,ダンスインザダーク,ロジータ,Tale of the Cat (米),Chipeta Springs,Ghostzapper,Najecam,サンデーサイレンス Sunday Silence(米),ダンシングキイ,ミルジョージ,メロウマダング,Storm Cat,Yarn,Alydar,Salt Spring,Awesome Again,Baby Zip,Trempolino,Sue Warner,Halo,Wishing Well,Nijinsky,Key Partner,Mill Reef,Miss Charisma,マダング,スピードキヨフジ,Storm Bird,Terlingua,Mr. Prospector,Narrate,Raise a Native,Sweet Tooth,Salt Marsh,Jungle Mythologic,Deputy Minister,Primal Force,Relaunch,Thirty Zip,Sharpen Up,Trephine,Forli,Bitty Girl,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Flaming Page,Key to the Mint,Native Partner,Never Bend,Milan Mill,Ragusa,マタテイナ,Habitat,Jellatina,チャイナロック,イチシンヒカリ
2020105402,アジアエクスプレス,チャームラブ,ヘニーヒューズ Henny Hughes(米),ランニングボブキャッツ,フレンチデピュティ French Deputy(米),ラブソーリー,ヘネシー Hennessy(米),Meadow Flyer,Running Stag,Backatem,Deputy Minister,Mitterand,ウォーニング Warning(英),ソワレ,Storm Cat,Island Kitty,Meadowlake,Shortley,Cozzene,Fruhlingstag,Notebook,Deputy's Mistress,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Known Fact,Slightly Dangerous,Sadler's Wells,Seminar,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Caro,Ride the Trails,Orsini,Revada,Well Decorated,Mobcap,Deputy Minister,River Crossing,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Speak John,Blue Moon,Bold Ruler,Fortunate Isle,In Reality,Tamerett,Roberto,Where You Lead,Northern Dancer,Fairy Bridge,ドン,Solar Echo
2020100037,コパノリッキー,オトメチャン,ゴールドアリュール,コパノニキータ,ヴァーミリアン,キロロプラム,サンデーサイレンス Sunday Silence(米),ニキーヤ Nikiya(米),ティンバーカントリー Timber Country(米),ニホンピロローズ,エルコンドルパサー,スカーレットレディ,シアトルダンサーII Seattle Dancer(米),スナーククリムゾン,Halo,Wishing Well,Nureyev,Reluctant Guest,Woodman,Fall Aspen,トニービン,ウェディングブーケ,Kingmambo,サドラーズギャル,サンデーサイレンス,スカーレットローズ,Nijinsky,My Charmer,サクラユタカオー,カタリナスイート,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Mr. Prospector,プレイメイト,Pretense,Change Water,カンパラ,Severn Bridge,リアルシャダイ,アリーウイン,Mr. Prospector,Miesque,Sadler's Wells,Glenveagh,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Northern Dancer,Flaming Page,Poker,Fair Charmer,テスコボーイ,アンジェリカ,モガミ,スイートローラン
